Klinik_ID_2018,Klinik_ID_2019,Klinikname,Adresse,Klinikort,teilgenommen,Facharzt_Gyn,Facharzt_Anaesthesie,Facharzt_Kinder,Stillberatung,Hebammen,Hebammen_VK,VK_Angabe,Kinderklinik,Geburtenzahl_2019,Kaiserschnittrate_rohe_Rate,Bewertung_Risikoadjustierte_Kaiserschnittrate,Risikoadjustierte_Kaiserschnittrate_2019
261000422-0,261000422-0,Marienhaus Klinikum St. Wendel-Ottweiler,Am Hirschberg,St. Wendel,TRUE,Ja,Ja,Nein,Nein,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,609,"28,9 %",Im Toleranzbereich oder niedriger,0.93
260840164-1,260840164-1,Zollernalbklinikum Balingen,Tübingerstraße 30,Balingen,TRUE,Ja,Ja,Nein,Ja,69 % mehr als empfohlen,15.85,vorhanden,Keine Kinderklinik angegeben,999,"32,7 %",Im Toleranzbereich oder niedriger,1.15
261101527-0,261101527-0,Sana Klinikum Lichtenberg,Fanningerstraße 32,Berlin,TRUE,Ja,Ja,Ja,Ja,6 % weniger als empfohlen,27,vorhanden,Eigene Kinderklinik,3065,"25,4 %",Im Toleranzbereich oder niedriger,0.9
260530103-0,260530103-0,Universitätsklinikum Bonn,NA,Bonn,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2135,"39,4 %",Im Toleranzbereich oder niedriger,1.15
260940198-0,260940198-0,Sana Klinikum Hof,Eppenreutherstraße 9,Hof,TRUE,Ja,Ja,Ja,Ja,34 % mehr als empfohlen,10,vorhanden,Eigene Kinderklinik,795,"43,4 %",Toleranzbereich überschritten,1.45
261110049-0,261110049-0,GKH Havelhöhe,Kladower Damm 221,Berlin,TRUE,Ja,Ja,Nein,Ja,18 % mehr als empfohlen,15,vorhanden,Keine Kinderklinik angegeben,1365,"19,6 %",Im Toleranzbereich oder niedriger,0.6
260820115-0,260820115-0,"Frauenklinik, Städtisches Klinikum Karlsruhe",Moltkestrasse 90,Karlsruhe,TRUE,Ja,Ja,Ja,Ja,5 % mehr als empfohlen,23.8,vorhanden,Eigene Kinderklinik,2421,"36,8 %",Im Toleranzbereich oder niedriger,1.09
260550313-0,260550313-0,St. Antonius-Hospital Gronau GmbH,NA,Gronau,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,636,"26,6 %",Im Toleranzbereich oder niedriger,0.93
260201194-0,260201194-0,Agaplesion Diakonieklinikum Hamburg,Hohe Weide 17,Hamburg,TRUE,Ja,Ja,Nein,Ja,9 % weniger als empfohlen,12.5,vorhanden,Keine Kinderklinik angegeben,1463,"30,2 %",Im Toleranzbereich oder niedriger,1.07
260960683-0,260900407-0,RHÖN-Kreisklinik Bad Neustadt GmbH,NA,Bad Neustadt an der Saale,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,488,"30,7 %",Im Toleranzbereich oder niedriger,1.12
261000898-0,261000898-0,Marienhausklinik St. Josef Kohlhof,Klinikweg 1-5,Neunkirchen Kohlhof,TRUE,Ja,Ja,Ja,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1469,"37,4 %",Im Toleranzbereich oder niedriger,1.07
260610031-0,260610031-0,Alice-Hospital,NA,Darmstadt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1545,"35,9 %",Toleranzbereich überschritten,1.29
260340842-0,260340842-0,Klinikum Osnabrück,Am Finkenhügel 1,Osnabrück,TRUE,Ja,Ja,Ja,Ja,5 % mehr als empfohlen,17.25,vorhanden,Eigene Kinderklinik,1759,"38,7 %",Im Toleranzbereich oder niedriger,1.22
261601021-0,261601021-0,Klinik für Gynäkologie und Geburtshilfe Helios Klinikum ERfurt,Nordhäuser Str. 74,Erfurt,TRUE,Ja,Ja,Ja,Ja,0 % mehr als empfohlen,15,vorhanden,Eigene Kinderklinik,1599,"29,4 %",Im Toleranzbereich oder niedriger,0.83
260833449-1,260833449-1,Klinikum Landkreis Tuttlingen,Zeppelinstraße 21,Tuttlingen,TRUE,Ja,Ja,Nein,Ja,23 % mehr als empfohlen,11,vorhanden,Keine Kinderklinik angegeben,951,"29,4 %",Im Toleranzbereich oder niedriger,1.14
261200311-0,261200311-0,Immanuel Klinikum Bernau Herzzentrum Brandenburg,Ladeburger Straße 17,Bernau,TRUE,Ja,Ja,Ja,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Eigene Kinderklinik oder Kooperationsklinik,508,"23,4 %",Im Toleranzbereich oder niedriger,0.86
260710997-0,260710997-0,Hunsrück Klinik kreuznacher diakonie,Holzbacherstr. 1,Simmern,TRUE,Ja,Ja,Nein,Ja,15 % mehr als empfohlen,6.5,vorhanden,Keine Kinderklinik angegeben,539,"31,2 %",Im Toleranzbereich oder niedriger,1.07
260971937-0,260971937-0,St. Elisabeth Klinik Dillingen,Ziegelstrasse 38,Dillingen,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,548,"27,9 %",Im Toleranzbereich oder niedriger,0.93
261400530-0,261400530-0,Klinikum St. Georg,Delitzscher Straße 141,Leipzig,TRUE,Ja,Ja,Ja,Ja,40 % mehr als empfohlen,19.5,vorhanden,Eigene Kinderklinik,1485,"29,6 %",Im Toleranzbereich oder niedriger,0.89
260950351-1,260950351-1,Kliniken des Landkreises Neustadt a. d. Aisch - Bad Windsheim,NA,Neustadt an der Aisch,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,576,"27,4 %",Im Toleranzbereich oder niedriger,1.01
260530886-0,260530886-0,Marien-Hospital,NA,Euskirchen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,700,"22,7 %",Im Toleranzbereich oder niedriger,0.83
261600280-0,261600280-0,SRH Krankenhaus Waltershausen-Friedrichroda GmbH,NA,Friedrichroda,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,440,"29,1 %",Im Toleranzbereich oder niedriger,1.01
260910911-0,260910911-0,Kreiskrankenhaus Starnberg GmbH Aussenstelle Wolfratshausen,Moosbauerweg 5,Wolfratshausen,TRUE,Nein,Ja,Nein,Nein,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,616,"26,0 %",Im Toleranzbereich oder niedriger,1.03
261500984-1,261500984-1,Harzklinikum Dorothea Christiane Erxleben GmbH,Ditfurter Weg 24,Quedlinburg,TRUE,Ja,Ja,Ja,Ja,13 % mehr als empfohlen,6.41,vorhanden,Eigene Kinderklinik,491,"22,4 %",Im Toleranzbereich oder niedriger,0.77
260840610-0,260840610-0,Klinik Tettnang GmbH,NA,Tettnang,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,634,"33,8 %",Im Toleranzbereich oder niedriger,1.09
260550701-0,260550701-0,Prosper-Hospital gGmbH,NA,Recklinghausen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,802,"29,1 %",Im Toleranzbereich oder niedriger,1.02
260570124-1,260570124-1,Sankt Elisabeth Hospital,NA,Gütersloh,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1201,"22,6 %",Im Toleranzbereich oder niedriger,0.83
261530252-0,261530252-0,AMEOS Klinikum Halberstadt,NA,Halberstadt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,506,"33,2 %",Im Toleranzbereich oder niedriger,1.11
260940154-0,260940154-0,Regiomed Klinikum Coburg,Ketschendorfer Str. 33,Coburg,TRUE,Ja,Ja,Ja,Nein,14 % weniger als empfohlen,9.7,vorhanden,Eigene Kinderklinik,1199,"30,9 %",Im Toleranzbereich oder niedriger,0.96
260591061-0,260591061-0,Helios Klinik Attendorn,Hohler Weg 9,Attendorn,TRUE,Nein,Ja,Nein,Ja,20 % mehr als empfohlen,6.8,vorhanden,Keine Kinderklinik angegeben,521,"35,7 %",Im Toleranzbereich oder niedriger,1.06
261400563-2,261400563-2,Muldentalkliniken GmbH Gemeinnützige Gesellschaft Krankenhaus Wurzen,Kutusowstraße 70,Wurzen,TRUE,Ja,Ja,Ja,Nein,20 % mehr als empfohlen,6.8,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,498,"33,5 %",Im Toleranzbereich oder niedriger,0.98
260511111-0,260511111-0,St. Martinus Krankenhaus,NA,Langenfeld,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,605,"36,2 %",Toleranzbereich überschritten,1.3
260571421-2,260571421-2,Katholische Hospitalvereinigung Ostwestfalen gem. GmbH,NA,Bielefeld,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,707,"37,3 %",Toleranzbereich überschritten,1.3
260320520-0,260320520-0,Diakovere Krankenhaus Henriettenstiftung Perinatalzentrum,Schwemannstrasse 17,Hannover,TRUE,Ja,Ja,Ja,Ja,17 % weniger als empfohlen,18.25,vorhanden,Eigene Kinderklinik,2357,"31,5 %",Im Toleranzbereich oder niedriger,0.95
261200286-1,261200286-1,Städtisches Krankenhaus Eisenhüttenstadt GmbH,NA,Eisenhüttenstadt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,283,"42,4 %",Toleranzbereich überschritten,1.48
260100454-0,260100454-0,DRK-Krankenhaus Mölln-Ratzeburg gGmbH,NA,Ratzeburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,301,"27,9 %",Im Toleranzbereich oder niedriger,1.08
260830048-0,260830048-0,St Josefskrankenhaus (RkK) Freiburg,NA,Freiburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1813,"40,1 %",Toleranzbereich überschritten,1.26
261200106-0,261200106-0,Kreiskrankenhaus Prignitz gGmbH,Dobberziner Strasse 112,Perleberg,TRUE,Ja,Ja,Ja,Ja,6 % mehr als empfohlen,6,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,368,"25,0 %",Im Toleranzbereich oder niedriger,0.86
260400082-0,260400082-0,Krankenhaus St. Joseph-Stift GmbH,Schwachhauser Heerstr. 53,Bremen,TRUE,Ja,Ja,Ja,Ja,7 % weniger als empfohlen,17.4,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,2012,"27,5 %",Im Toleranzbereich oder niedriger,0.98
260950124-0,260900338-0,Klinik Hallerwiese,St. Johannis Mühlgasse 19,Nürnberg,TRUE,Ja,Ja,Ja,Ja,4 % weniger als empfohlen,29,vorhanden,Eigene Kinderklinik,3240,"27,6 %",Im Toleranzbereich oder niedriger,0.92
260831551-1,260831551-1,Hegau-Bodensee-Klinikum Singen,Virchowstr.10,Singen,TRUE,Ja,Ja,Ja,Nein,11 % mehr als empfohlen,15,vorhanden,Eigene Kinderklinik,1449,"33,7 %",Im Toleranzbereich oder niedriger,1.12
260321304-0,260321304-0,helios Mittelweser,Ziegelkampstr 39,Nienburg,TRUE,Nein,Ja,Nein,Ja,6 % mehr als empfohlen,6,vorhanden,Keine Kinderklinik angegeben,599,"33,9 %",Im Toleranzbereich oder niedriger,1.13
260102081-0,260102081-0,Paracelsus-Klinik Henstedt Ulzburg,Wilstedter Str.134,Henstedt-Ulzburg,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,727,"34,1 %",Im Toleranzbereich oder niedriger,1.01
260341616-0,260341616-0,Marien Hospital Papenburg Aschendorf gGmbH,Hauptkanal rechts 75,Papenburg,TRUE,Ja,Ja,Ja,Nein,12 % mehr als empfohlen,6.3,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,572,"26,6 %",Im Toleranzbereich oder niedriger,0.94
260510256-1,260510256-1,Helios Klinikum Duisburg,An der Abtei 7-11,Duisburg,TRUE,Ja,Ja,Ja,Ja,26 % mehr als empfohlen,9.28,vorhanden,Eigene Kinderklinik,782,"32,1 %",Im Toleranzbereich oder niedriger,1.06
261410315-0,261410315-0,Helios Vogtland-Klinikum Plauen,Röntgenstraße 2,Plauen,TRUE,Ja,Ja,Ja,Ja,0 % mehr als empfohlen,7.3,vorhanden,Eigene Kinderklinik,778,"32,5 %",Im Toleranzbereich oder niedriger,0.9
260590981-0,260590981-0,Berglandklinik Lüdenscheid GmbH & Co. KG,NA,Lüdenscheid,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,552,"44,7 %",Toleranzbereich überschritten,1.34
260510575-1,260510575-1,Helios Klinikum Krefeld,Lutherplatz 40,Krefeld,TRUE,Ja,Ja,Ja,Ja,10 % weniger als empfohlen,15.4,vorhanden,Eigene Kinderklinik,1827,"36,6 %",Im Toleranzbereich oder niedriger,1.07
260340591-0,260340591-0,Niels Stensen Kliniken Christliches Klinikum Melle,Engelgarten 3,Melle,TRUE,Ja,Ja,Nein,Nein,10 % mehr als empfohlen,9.5,vorhanden,Keine Kinderklinik angegeben,918,"26,6 %",Im Toleranzbereich oder niedriger,0.96
261600188-1,261600188-1,"Thüringen-Kliniken ""Georgius Agricola""",Rainweg 68,Saalfeld,TRUE,Ja,Ja,Ja,Nein,70 % mehr als empfohlen,14,vorhanden,Eigene Kinderklinik,876,"24,8 %",Im Toleranzbereich oder niedriger,0.81
260810191-0,260810191-0,Marienhospital,Böheimstr. 37,Stuttgart,TRUE,Ja,Ja,Nein,Ja,1 % weniger als empfohlen,12.5,vorhanden,Keine Kinderklinik angegeben,1355,"28,6 %",Im Toleranzbereich oder niedriger,0.95
260810794-0,260810794-0,SLK-Kliniken Heilbronn GmbH - Klinikum am Gesundbrunnen,NA,Heilbronn,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,3038,"26,1 %",Im Toleranzbereich oder niedriger,0.9
260590402-0,260590402-0,Evangelisches Krankenhaus Hamm,NA,Hamm,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1547,"34,4 %",Im Toleranzbereich oder niedriger,0.94
260833520-1,260833520-1,"Ortenau Klinikum Lahr-Ettenheim, Klinik für Frauenheilkunde",Klostenstr. 19,Lahr,TRUE,Ja,Ja,Nein,Ja,27 % mehr als empfohlen,8.85,vorhanden,Keine Kinderklinik angegeben,739,"31,8 %",Toleranzbereich überschritten,1.28
260330112-0,260330112-0,Krankenhaus Buchholz,Steinbecker Straße 44,Buchholz/Nordheide,TRUE,Nein,Ja,Nein,Nein,2 % weniger als empfohlen,7.5,vorhanden,Keine Kinderklinik angegeben,815,"29,3 %",Im Toleranzbereich oder niedriger,1.11
260591619-1,260591619-1,Klinikum Westfalen GmbH,NA,Dortmund,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,651,"29,2 %",Im Toleranzbereich oder niedriger,0.98
260730423-3,260730423-3,Westpfalz-Klinikum GmbH - Standort III - Klinik für Frauenheilkunde und Geburtshilfe 2,Dannenfelser Strasse 36,Kirchheimbolanden,TRUE,Ja,Ja,Nein,Nein,35 % weniger als empfohlen,4,vorhanden,Keine Kinderklinik angegeben,652,"27,5 %",Im Toleranzbereich oder niedriger,1
260341057-0,260341057-0,Krankenhaus Johanneum,NA,Wildeshausen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,631,"31,4 %",Im Toleranzbereich oder niedriger,1.06
260510212-1,260510212-1,Sana Kliniken Duisburg - Wedau Kliniken,NA,Duisburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,1757,"38,5 %",Im Toleranzbereich oder niedriger,1.12
260591243-0,260591243-0,St. Marien-Krankenhaus Siegen,NA,Siegen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1200,"26,3 %",Im Toleranzbereich oder niedriger,0.87
260100875-1,260100875-1,imland Klinik Rendsburg-Eckernförde,Schleswiger Str. 114-116,Eckernförde,TRUE,Ja,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,457,"25,2 %",Im Toleranzbereich oder niedriger,0.95
